name = extended_platinum_ec
technique = EC
tstamp = 1580482722.0
backend_name = memory
id = 6
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]' and 'selector'
N_header_lines = 9

time/s,	raw potential / [V],	raw current / [mA],	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	selector
575.1964454650879,	0.16582672,	-0.002383614276323269,	0.88082672,	-0.002383614276323269,	4,	
575.3504455089569,	0.16268966,	-0.002391982551941511,	0.8776896599999999,	-0.002391982551941511,	4,	
575.5046453475952,	0.1596289,	-0.00240557910052136,	0.8746288999999999,	-0.00240557910052136,	4,	
575.6586453914642,	0.15627247,	-0.002421612347392861,	0.87127247,	-0.002421612347392861,	4,	
575.8128454685211,	0.15327315,	-0.00242267278063725,	0.8682731499999999,	-0.00242267278063725,	4,	
575.9668455123901,	0.1501541,	-0.002424838078410867,	0.8651541,	-0.002424838078410867,	4,	
576.1210453510284,	0.14703293,	-0.002420561792885439,	0.86203293,	-0.002420561792885439,	4,	
576.2750453948975,	0.14376339,	-0.002419020530576575,	0.85876339,	-0.002419020530576575,	4,	
576.4292454719543,	0.14084359,	-0.002412897085634488,	0.85584359,	-0.002412897085634488,	4,	
576.5832455158234,	0.1374829,	-0.002399627548129422,	0.8524828999999999,	-0.002399627548129422,	4,	
576.7374453544617,	0.13423455,	-0.002392801487898825,	0.84923455,	-0.002392801487898825,	4,	
576.8914453983307,	0.13156487,	-0.002382215765945904,	0.8465648699999999,	-0.002382215765945904,	4,	
577.0456454753876,	0.12828895,	-0.002358455705748264,	0.84328895,	-0.002358455705748264,	4,	
577.1996455192566,	0.12506711,	-0.00233720703728435,	0.84006711,	-0.00233720703728435,	4,	
577.3538453578949,	0.12186221,	-0.002316701685715654,	0.8368622099999999,	-0.002316701685715654,	4,	
577.5078454017639,	0.11878555,	-0.00229409437182778,	0.83378555,	-0.00229409437182778,	4,	
577.6620454788208,	0.11566014,	-0.002267705320045225,	0.83066014,	-0.002267705320045225,	4,	
577.8160455226898,	0.11263541,	-0.002239372983768945,	0.82763541,	-0.002239372983768945,	4,	
577.9702453613281,	0.10964249,	-0.002208978189722911,	0.82464249,	-0.002208978189722911,	4,	
578.1242454051971,	0.10623833,	-0.002163427255906854,	0.82123833,	-0.002163427255906854,	4,	
578.278445482254,	0.10316698,	-0.002124465864680194,	0.81816698,	-0.002124465864680194,	4,	
578.4324452877045,	0.10013907,	-0.002093446894689726,	0.81513907,	-0.002093446894689726,	4,	
578.5866453647614,	0.096790038,	-0.002042228075462491,	0.8117900379999999,	-0.002042228075462491,	4,	
578.7406454086304,	0.093971975,	-0.001994142145965404,	0.808971975,	-0.001994142145965404,	4,	
578.8948454856873,	0.090901673,	-0.001954495188370797,	0.8059016729999999,	-0.001954495188370797,	4,	
579.0488452911377,	0.087554753,	-0.001904860238280133,	0.802554753,	-0.001904860238280133,	4,	
579.2030453681946,	0.084435701,	-0.001844546688194601,	0.7994357009999999,	-0.001844546688194601,	4,	
579.3570454120636,	0.081276387,	-0.001797976093884143,	0.796276387,	-0.001797976093884143,	4,	
579.5112454891205,	0.078311004,	-0.001746719589676649,	0.793311004,	-0.001746719589676649,	4,	
579.6652452945709,	0.075243883,	-0.00169828620642409,	0.7902438829999999,	-0.00169828620642409,	4,	
579.8194453716278,	0.072300762,	-0.001631570465767354,	0.787300762,	-0.001631570465767354,	4,	
579.9734454154968,	0.069270737,	-0.001582471672558362,	0.7842707369999999,	-0.001582471672558362,	4,	
580.1276454925537,	0.066115655,	-0.001521157848282682,	0.781115655,	-0.001521157848282682,	4,	
580.2816452980042,	0.0630337,	-0.001456240412435666,	0.7780336999999999,	-0.001456240412435666,	4,	
580.435845375061,	0.059844702,	-0.001402493756707604,	0.774844702,	-0.001402493756707604,	4,	
580.58984541893,	0.056897335,	-0.001346647603969091,	0.771897335,	-0.001346647603969091,	4,	
580.7440452575684,	0.054086696,	-0.001283853225865456,	0.769086696,	-0.001283853225865456,	4,	
580.8980453014374,	0.051024877,	-0.001225666367406478,	0.766024877,	-0.001225666367406478,	4,	
581.0522453784943,	0.047940802,	-0.001170466575729799,	0.7629408019999999,	-0.001170466575729799,	4,	
581.2063453197479,	0.044935077,	-0.001116908132777436,	0.759935077,	-0.001116908132777436,	4,	
581.3604452610016,	0.042071514,	-0.001057678002012227,	0.757071514,	-0.001057678002012227,	4,	
581.5145454406738,	0.038805898,	-0.001001995880988944,	0.753805898,	-0.001001995880988944,	4,	
581.6686453819275,	0.03570199,	-0.00096254262151888,	0.7507019899999999,	-0.00096254262151888,	4,	
581.8227453231812,	0.032823861,	-0.0009070172016556466,	0.747823861,	-0.0009070172016556466,	4,	
581.9768452644348,	0.029599549,	-0.0008493146728401604,	0.7445995489999999,	-0.0008493146728401604,	4,	
582.130945444107,	0.026974125,	-0.0008043041978650373,	0.7419741249999999,	-0.0008043041978650373,	4,	
582.2850453853607,	0.023828825,	-0.0007617638543667062,	0.738828825,	-0.0007617638543667062,	4,	
582.4391453266144,	0.020703407,	-0.0007139053152628336,	0.7357034069999999,	-0.0007139053152628336,	4,	
582.593245267868,	0.017554691,	-0.0006688211051454817,	0.7325546909999999,	-0.0006688211051454817,	4,	
582.7473454475403,	0.014601125,	-0.0006338235226565703,	0.729601125,	-0.0006338235226565703,	4,	
582.901445388794,	0.01142999,	-0.0005963606611459503,	0.72642999,	-0.0005963606611459503,	4,	
583.0555453300476,	0.0086713014,	-0.0005492568350663144,	0.7236713014,	-0.0005492568350663144,	4,	
583.2096452713013,	0.0054759197,	-0.0005181224351232736,	0.7204759197,	-0.0005181224351232736,	4,	
583.3637454509735,	0.0024494035,	-0.0004922841196812978,	0.7174494035,	-0.0004922841196812978,	4,	
583.5178453922272,	-0.00062440662,	-0.0004503949929219524,	0.71437559338,	-0.0004503949929219524,	4,	
583.6719453334808,	-0.0032254676,	-0.0003898312813156932,	0.7117745324,	-0.0003898312813156932,	4,	
583.8260452747345,	-0.0062075425,	-0.0003896075247026383,	0.7087924575,	-0.0003896075247026383,	4,	
583.9801452159882,	-0.0092969667,	-0.0003617372251578039,	0.7057030333,	-0.0003617372251578039,	4,	
584.1342453956604,	-0.012286674,	-0.0003308553116070655,	0.7027133259999999,	-0.0003308553116070655,	4,	
584.2883453369141,	-0.015345267,	-0.0003167451039948002,	0.6996547329999999,	-0.0003167451039948002,	4,	
584.4424452781677,	-0.018489804,	-0.0002979932355721068,	0.696510196,	-0.0002979932355721068,	4,	
584.5965452194214,	-0.021416094,	-0.000272630897371267,	0.693583906,	-0.000272630897371267,	4,	
584.7506453990936,	-0.024546681,	-0.0002514973938548878,	0.690453319,	-0.0002514973938548878,	4,	
584.9047453403473,	-0.027601348,	-0.0002456304183984276,	0.6873986519999999,	-0.0002456304183984276,	4,	
585.058845281601,	-0.030511353,	-0.0002246049172214375,	0.684488647,	-0.0002246049172214375,	4,	
585.2129452228546,	-0.033679008,	-0.0002052668724249507,	0.681320992,	-0.0002052668724249507,	4,	
585.3670454025269,	-0.036738858,	-0.0002007387313570268,	0.678261142,	-0.0002007387313570268,	4,	
585.5211453437805,	-0.040010035,	-0.0001953442900128914,	0.674989965,	-0.0001953442900128914,	4,	
585.6752452850342,	-0.042831767,	-0.0001749098475887479,	0.672168233,	-0.0001749098475887479,	4,	
585.8293452262878,	-0.046153873,	-0.0001688458283494175,	0.668846127,	-0.0001688458283494175,	4,	
585.9834454059601,	-0.049127106,	-0.0001656387637247727,	0.6658728939999999,	-0.0001656387637247727,	4,	
586.1375453472137,	-0.052346177,	-0.0001560218484791026,	0.662653823,	-0.0001560218484791026,	4,	
586.2916452884674,	-0.055419255,	-0.0001470065752741274,	0.659580745,	-0.0001470065752741274,	4,	
586.4457452297211,	-0.058544539,	-0.0001469174786208815,	0.656455461,	-0.0001469174786208815,	4,	
586.5998454093933,	-0.061699759,	-0.0001478967497488284,	0.653300241,	-0.0001478967497488284,	4,	
586.753945350647,	-0.064777508,	-0.0001418643755836209,	0.6502224919999999,	-0.0001418643755836209,	4,	
586.9080452919006,	-0.067853078,	-0.0001387382937576711,	0.647146922,	-0.0001387382937576711,	4,	
587.0621452331543,	-0.070947461,	-0.000143894396562753,	0.6440525389999999,	-0.000143894396562753,	4,	
587.216245174408,	-0.074192926,	-0.0001415576860892639,	0.6408070739999999,	-0.0001415576860892639,	4,	
587.3703453540802,	-0.077243097,	-0.0001415147907923059,	0.637756903,	-0.0001415147907923059,	4,	
587.5244452953339,	-0.080372736,	-0.0001542390993366709,	0.6346272639999999,	-0.0001542390993366709,	4,	
587.6785452365875,	-0.083640091,	-0.0001550632542798676,	0.6313599089999999,	-0.0001550632542798676,	4,	
587.8326451778412,	-0.086798444,	-0.0001548653774607694,	0.6282015559999999,	-0.0001548653774607694,	4,	
587.9867453575134,	-0.089701965,	-0.0001552965170058458,	0.6252980349999999,	-0.0001552965170058458,	4,	
588.1408452987671,	-0.093077876,	-0.0001662838777075972,	0.6219221239999999,	-0.0001662838777075972,	4,	
588.2949452400208,	-0.09629745,	-0.0001716912530795549,	0.61870255,	-0.0001716912530795549,	4,	
588.4490451812744,	-0.099193044,	-0.0001682281987409147,	0.615806956,	-0.0001682281987409147,	4,	
588.6031453609467,	-0.10237989,	-0.0001810523134850941,	0.6126201099999999,	-0.0001810523134850941,	4,	
588.7572453022003,	-0.10551593,	-0.0001902504426334437,	0.6094840699999999,	-0.0001902504426334437,	4,	
588.911345243454,	-0.10860604,	-0.0001887019601389837,	0.60639396,	-0.0001887019601389837,	4,	
589.0654451847076,	-0.11172223,	-0.000195055157953687,	0.6032777699999999,	-0.000195055157953687,	4,	
589.2195453643799,	-0.11507721,	-0.0002109437903259223,	0.5999227899999999,	-0.0002109437903259223,	4,	
589.3736453056335,	-0.11789888,	-0.0002108627603810628,	0.5971011199999999,	-0.0002108627603810628,	4,	
589.5277452468872,	-0.12131623,	-0.0002209624989625053,	0.5936837699999999,	-0.0002209624989625053,	4,	
589.6818451881409,	-0.12435211,	-0.000228455379327334,	0.59064789,	-0.000228455379327334,	4,	
589.8359453678131,	-0.12745571,	-0.0002385969761460145,	0.58754429,	-0.0002385969761460145,	4,	
589.9900453090668,	-0.13080643,	-0.0002357124094940939,	0.5841935699999999,	-0.0002357124094940939,	4,	
590.1441452503204,	-0.13382499,	-0.0002476964924576913,	0.5811750099999999,	-0.0002476964924576913,	4,	
590.2982451915741,	-0.13676155,	-0.0002642070922990901,	0.57823845,	-0.0002642070922990901,	4,	
590.4523453712463,	-0.13989022,	-0.000264430876524213,	0.57510978,	-0.000264430876524213,	4,	
590.6064453125,	-0.143342,	-0.0002690292408857355,	0.571658,	-0.0002690292408857355,	4,	
590.7605452537537,	-0.14626306,	-0.0002876298496920331,	0.56873694,	-0.0002876298496920331,	4,	
590.9146451950073,	-0.14937557,	-0.0002908813580842955,	0.56562443,	-0.0002908813580842955,	4,	
591.068745136261,	-0.15243277,	-0.0002937555806541209,	0.56256723,	-0.0002937555806541209,	4,	
591.2228453159332,	-0.15560305,	-0.0003095083449508968,	0.55939695,	-0.0003095083449508968,	4,	
591.3769452571869,	-0.15856136,	-0.000319242611749225,	0.55643864,	-0.000319242611749225,	4,	
591.5310451984406,	-0.16189204,	-0.0003271005158634655,	0.55310796,	-0.0003271005158634655,	4,	
591.6851451396942,	-0.16494718,	-0.0003341229769114997,	0.55005282,	-0.0003341229769114997,	4,	
591.8392453193665,	-0.16810684,	-0.000346405624502103,	0.54689316,	-0.000346405624502103,	4,	
591.9933452606201,	-0.17086256,	-0.0003517127574555684,	0.54413744,	-0.0003517127574555684,	4,	
592.1474452018738,	-0.17399731,	-0.0003547535455987633,	0.54100269,	-0.0003547535455987633,	4,	
592.3015451431274,	-0.17682967,	-0.0003712120221476668,	0.53817033,	-0.0003712120221476668,	4,	
592.4556453227997,	-0.17995988,	-0.000381579105258485,	0.53504012,	-0.000381579105258485,	4,	
592.6097452640533,	-0.18302879,	-0.0003824881461271775,	0.53197121,	-0.0003824881461271775,	4,	
592.763845205307,	-0.18611427,	-0.000394503667680499,	0.5288857299999999,	-0.000394503667680499,	4,	
592.9179451465607,	-0.18917075,	-0.0004049104462312233,	0.5258292499999999,	-0.0004049104462312233,	4,	
593.0720453262329,	-0.19225486,	-0.0004091605161159386,	0.5227451399999999,	-0.0004091605161159386,	4,	
593.2261452674866,	-0.19520363,	-0.0004177288181002861,	0.51979637,	-0.0004177288181002861,	4,	
593.3802452087402,	-0.19817711,	-0.0004280311218796051,	0.51682289,	-0.0004280311218796051,	4,	
593.5343451499939,	-0.20116571,	-0.0004391493317190886,	0.5138342899999999,	-0.0004391493317190886,	4,	
593.6884453296661,	-0.20444594,	-0.0004394543309027697,	0.51055406,	-0.0004394543309027697,	4,	
593.8425452709198,	-0.20737579,	-0.00044703696336613,	0.5076242099999999,	-0.00044703696336613,	4,	
593.9966452121735,	-0.21027178,	-0.0004578358316112453,	0.50472822,	-0.0004578358316112453,	4,	
594.1507451534271,	-0.21338816,	-0.000462433013564122,	0.50161184,	-0.000462433013564122,	4,	
594.3048450946808,	-0.21638802,	-0.0004623667579861067,	0.49861197999999995,	-0.0004623667579861067,	4,	
594.458945274353,	-0.21943808,	-0.0004766417743688684,	0.49556192,	-0.0004766417743688684,	4,	
594.6130452156067,	-0.22253287,	-0.0004793595068379405,	0.49246713,	-0.0004793595068379405,	4,	
594.7671451568604,	-0.22547501,	-0.0004801546623839584,	0.48952498999999994,	-0.0004801546623839584,	4,	
594.921245098114,	-0.22841594,	-0.0004868177403736622,	0.48658406,	-0.0004868177403736622,	4,	
595.0753452777863,	-0.2316905,	-0.0004959071098034271,	0.48330949999999995,	-0.0004959071098034271,	4,	
595.2294452190399,	-0.23450461,	-0.0004971623481435095,	0.48049538999999997,	-0.0004971623481435095,	4,	
595.3835451602936,	-0.23769845,	-0.000505259344539058,	0.47730154999999996,	-0.000505259344539058,	4,	
595.5376451015472,	-0.24064201,	-0.0005106165382209264,	0.47435799,	-0.0005106165382209264,	4,	
595.6917452812195,	-0.24353677,	-0.0005122660492562544,	0.47146322999999996,	-0.0005122660492562544,	4,	
595.8458452224731,	-0.24668512,	-0.0005069923180628568,	0.46831488,	-0.0005069923180628568,	4,	
595.9999451637268,	-0.24973164,	-0.0005157147195219754,	0.46526835999999994,	-0.0005157147195219754,	4,	
596.1540451049805,	-0.25264025,	-0.0005238926770668017,	0.46235974999999996,	-0.0005238926770668017,	4,	
596.3081452846527,	-0.25580209,	-0.0005155945081535022,	0.45919791,	-0.0005155945081535022,	4,	
596.4622452259064,	-0.25889322,	-0.0005211086214683665,	0.45610678,	-0.0005211086214683665,	4,	
596.61634516716,	-0.26191509,	-0.0005306002681708926,	0.45308490999999995,	-0.0005306002681708926,	4,	
596.7704451084137,	-0.26486951,	-0.0005242159604501202,	0.45013049,	-0.0005242159604501202,	4,	
596.9245452880859,	-0.26800451,	-0.0005232957000434,	0.44699549,	-0.0005232957000434,	4,	
597.0786452293396,	-0.27098149,	-0.0005315177125058647,	0.44401851,	-0.0005315177125058647,	4,	
597.2327451705933,	-0.27413678,	-0.0005320145645767178,	0.44086321999999994,	-0.0005320145645767178,	4,	
597.3868451118469,	-0.27716345,	-0.0005309084026732937,	0.43783655,	-0.0005309084026732937,	4,	
597.5409450531006,	-0.28040376,	-0.0005318122931505243,	0.43459623999999997,	-0.0005318122931505243,	4,	
597.6950452327728,	-0.28334644,	-0.0005395824537583455,	0.43165356,	-0.0005395824537583455,	4,	
597.8491451740265,	-0.28652251,	-0.0005289476172573564,	0.42847748999999996,	-0.0005289476172573564,	4,	
598.0032451152802,	-0.28953046,	-0.0005297204482289965,	0.42546954,	-0.0005297204482289965,	4,	
598.1573450565338,	-0.29252183,	-0.0005395789505031013,	0.42247817,	-0.0005395789505031013,	4,	
598.311445236206,	-0.29562446,	-0.0005342820436345548,	0.41937554,	-0.0005342820436345548,	4,	
598.4655451774597,	-0.2989209,	-0.000530879938247835,	0.4160791,	-0.000530879938247835,	4,	
598.6196451187134,	-0.30211166,	-0.000540592333342917,	0.41288833999999996,	-0.000540592333342917,	4,	
598.773745059967,	-0.30510774,	-0.0005397325940337695,	0.40989225999999995,	-0.0005397325940337695,	4,	
598.9278452396393,	-0.3082692,	-0.0005340468540526288,	0.40673079999999995,	-0.0005340468540526288,	4,	
599.081945180893,	-0.31151068,	-0.0005423834189532233,	0.40348932,	-0.0005423834189532233,	4,	
599.2360451221466,	-0.31437695,	-0.0005462334515670382,	0.40062305,	-0.0005462334515670382,	4,	
599.3901450634003,	-0.31786054,	-0.0005470021368613109,	0.39713945999999994,	-0.0005470021368613109,	4,	
599.5442452430725,	-0.32085559,	-0.0005449427739283516,	0.39414440999999995,	-0.0005449427739283516,	4,	
599.6983451843262,	-0.32398787,	-0.0005560538264644345,	0.39101212999999996,	-0.0005560538264644345,	4,	
599.8524451255798,	-0.32708099,	-0.0005569932283722313,	0.38791900999999995,	-0.0005569932283722313,	4,	
600.0065450668335,	-0.330199,	-0.0005570951751915883,	0.38480099999999995,	-0.0005570951751915883,	4,	
600.1606452465057,	-0.3333424,	-0.0005729483002800042,	0.3816576,	-0.0005729483002800042,	4,	
600.3147451877594,	-0.3365815,	-0.0005772538467669359,	0.3784185,	-0.0005772538467669359,	4,	
600.4688451290131,	-0.33956677,	-0.0005792595329383688,	0.37543322999999995,	-0.0005792595329383688,	4,	
600.6229450702667,	-0.34268546,	-0.0005943669687108596,	0.37231453999999997,	-0.0005943669687108596,	4,	
600.7770450115204,	-0.34585467,	-0.0006051228149762953,	0.36914533,	-0.0006051228149762953,	4,	
600.9311451911926,	-0.34918866,	-0.0006125138260645833,	0.36581134,	-0.0006125138260645833,	4,	
601.0852451324463,	-0.35233968,	-0.0006278090497075922,	0.36266032,	-0.0006278090497075922,	4,	
601.2393450737,	-0.35538021,	-0.0006426317905750501,	0.35961979,	-0.0006426317905750501,	4,	
601.3934450149536,	-0.35825986,	-0.0006684761725377986,	0.35674014,	-0.0006684761725377986,	4,	
601.5475451946259,	-0.36173856,	-0.0006790646629760118,	0.35326144,	-0.0006790646629760118,	4,	
601.7016451358795,	-0.36485088,	-0.0006970424650008349,	0.35014912,	-0.0006970424650008349,	4,	
601.8557450771332,	-0.36801142,	-0.0007204628689675488,	0.34698858,	-0.0007204628689675488,	4,	
602.0098450183868,	-0.37106887,	-0.0007393801483249404,	0.34393113,	-0.0007393801483249404,	4,	
602.1639451980591,	-0.37424579,	-0.0007700570835185167,	0.34075420999999995,	-0.0007700570835185167,	4,	
602.3180451393127,	-0.37712044,	-0.000801570009263767,	0.33787955999999997,	-0.000801570009263767,	4,	
602.4721450805664,	-0.38051835,	-0.0008287363941928685,	0.33448164999999996,	-0.0008287363941928685,	4,	
602.6262450218201,	-0.38360125,	-0.0008665524082151235,	0.33139874999999996,	-0.0008665524082151235,	4,	
602.7803452014923,	-0.38658333,	-0.0008988020335161315,	0.32841666999999997,	-0.0008988020335161315,	4,	
602.934445142746,	-0.38957229,	-0.000938365902465297,	0.32542771,	-0.000938365902465297,	4,	
603.0885450839996,	-0.39286804,	-0.0009871807856383155,	0.32213196,	-0.0009871807856383155,	4,	
603.2426450252533,	-0.39594498,	-0.001023701006927134,	0.31905501999999997,	-0.001023701006927134,	4,	
603.3967452049255,	-0.39907452,	-0.001091934113738483,	0.31592548,	-0.001091934113738483,	4,	
603.5508451461792,	-0.40220958,	-0.001137756018125458,	0.31279041999999996,	-0.001137756018125458,	4,	
603.7049450874329,	-0.40514523,	-0.001189604791326595,	0.30985476999999995,	-0.001189604791326595,	4,	
603.8590450286865,	-0.40820393,	-0.00125114698665159,	0.30679607,	-0.00125114698665159,	4,	
